Country,Year,Series,Value
Russian Federation,1995,GDP in current prices (millions of US dollars),402295.00
Russian Federation,2005,GDP in current prices (millions of US dollars),771495.00
Russian Federation,2010,GDP in current prices (millions of US dollars),1539845.00
Russian Federation,2015,GDP in current prices (millions of US dollars),1363482.00
Russian Federation,2020,GDP in current prices (millions of US dollars),1493076.00
Russian Federation,2021,GDP in current prices (millions of US dollars),1836891.00
Russian Federation,2022,GDP in current prices (millions of US dollars),2240422.00
Russian Federation,1995,GDP per capita (US dollars),2708.00
Russian Federation,2005,GDP per capita (US dollars),5365.00
Russian Federation,2010,GDP per capita (US dollars),10750.00
Russian Federation,2015,GDP per capita (US dollars),9425.00
Russian Federation,2020,GDP per capita (US dollars),10253.00
Russian Federation,2021,GDP per capita (US dollars),12659.00
Russian Federation,2022,GDP per capita (US dollars),15482.00
Russian Federation,1995,GDP in constant 2015 prices (millions of US dollars),723170.00
Russian Federation,2005,GDP in constant 2015 prices (millions of US dollars),1054187.00
Russian Federation,2010,GDP in constant 2015 prices (millions of US dollars),1254602.00
Russian Federation,2015,GDP in constant 2015 prices (millions of US dollars),1363482.00
Russian Federation,2020,GDP in constant 2015 prices (millions of US dollars),1422767.00
Russian Federation,2021,GDP in constant 2015 prices (millions of US dollars),1502646.00
Russian Federation,2022,GDP in constant 2015 prices (millions of US dollars),1471546.00
Russian Federation,1995,GDP real rates of growth (percent),-4.10
Russian Federation,2005,GDP real rates of growth (percent),6.40
Russian Federation,2010,GDP real rates of growth (percent),4.50
Russian Federation,2015,GDP real rates of growth (percent),-2.00
Russian Federation,2020,GDP real rates of growth (percent),-2.70
Russian Federation,2021,GDP real rates of growth (percent),5.60
Russian Federation,2022,GDP real rates of growth (percent),-2.10
Rwanda,1995,GDP in current prices (millions of US dollars),1230.00
Rwanda,2005,GDP in current prices (millions of US dollars),2933.00
Rwanda,2010,GDP in current prices (millions of US dollars),6120.00
Rwanda,2015,GDP in current prices (millions of US dollars),8526.00
Rwanda,2020,GDP in current prices (millions of US dollars),10185.00
Rwanda,2021,GDP in current prices (millions of US dollars),11070.00
Rwanda,2022,GDP in current prices (millions of US dollars),13313.00
Rwanda,1995,GDP per capita (US dollars),216.00
Rwanda,2005,GDP per capita (US dollars),325.00
Rwanda,2010,GDP per capita (US dollars),594.00
Rwanda,2015,GDP per capita (US dollars),732.00
Rwanda,2020,GDP per capita (US dollars),775.00
Rwanda,2021,GDP per capita (US dollars),822.00
Rwanda,2022,GDP per capita (US dollars),966.00
Rwanda,1995,GDP in constant 2015 prices (millions of US dollars),1392.00
Rwanda,2005,GDP in constant 2015 prices (millions of US dollars),4030.00
Rwanda,2010,GDP in constant 2015 prices (millions of US dollars),6006.00
Rwanda,2015,GDP in constant 2015 prices (millions of US dollars),8526.00
Rwanda,2020,GDP in constant 2015 prices (millions of US dollars),10791.00
Rwanda,2021,GDP in constant 2015 prices (millions of US dollars),11964.00
Rwanda,2022,GDP in constant 2015 prices (millions of US dollars),12934.00
Rwanda,1995,GDP real rates of growth (percent),33.50
Rwanda,2005,GDP real rates of growth (percent),9.40
Rwanda,2010,GDP real rates of growth (percent),7.30
Rwanda,2015,GDP real rates of growth (percent),8.90
Rwanda,2020,GDP real rates of growth (percent),-3.40
Rwanda,2021,GDP real rates of growth (percent),10.90
Rwanda,2022,GDP real rates of growth (percent),8.10
Saint Kitts and Nevis,1995,GDP in current prices (millions of US dollars),313.00
Saint Kitts and Nevis,2005,GDP in current prices (millions of US dollars),574.00
Saint Kitts and Nevis,2010,GDP in current prices (millions of US dollars),779.00
Saint Kitts and Nevis,2015,GDP in current prices (millions of US dollars),957.00
Saint Kitts and Nevis,2020,GDP in current prices (millions of US dollars),885.00
Saint Kitts and Nevis,2021,GDP in current prices (millions of US dollars),861.00
Saint Kitts and Nevis,2022,GDP in current prices (millions of US dollars),979.00
Saint Kitts and Nevis,1995,GDP per capita (US dollars),7367.00
Saint Kitts and Nevis,2005,GDP per capita (US dollars),12284.00
Saint Kitts and Nevis,2010,GDP per capita (US dollars),16428.00
Saint Kitts and Nevis,2015,GDP per capita (US dollars),20026.00
Saint Kitts and Nevis,2020,GDP per capita (US dollars),18566.00
Saint Kitts and Nevis,2021,GDP per capita (US dollars),18083.00
Saint Kitts and Nevis,2022,GDP per capita (US dollars),20547.00
Saint Kitts and Nevis,1995,GDP in constant 2015 prices (millions of US dollars),496.00
Saint Kitts and Nevis,2005,GDP in constant 2015 prices (millions of US dollars),771.00
Saint Kitts and Nevis,2010,GDP in constant 2015 prices (millions of US dollars),827.00
Saint Kitts and Nevis,2015,GDP in constant 2015 prices (millions of US dollars),957.00
Saint Kitts and Nevis,2020,GDP in constant 2015 prices (millions of US dollars),903.00
Saint Kitts and Nevis,2021,GDP in constant 2015 prices (millions of US dollars),895.00
Saint Kitts and Nevis,2022,GDP in constant 2015 prices (millions of US dollars),963.00
Saint Kitts and Nevis,1995,GDP real rates of growth (percent),5.40
Saint Kitts and Nevis,2005,GDP real rates of growth (percent),10.20
Saint Kitts and Nevis,2010,GDP real rates of growth (percent),-0.10
Saint Kitts and Nevis,2015,GDP real rates of growth (percent),0.70
Saint Kitts and Nevis,2020,GDP real rates of growth (percent),-14.50
Saint Kitts and Nevis,2021,GDP real rates of growth (percent),-0.90
Saint Kitts and Nevis,2022,GDP real rates of growth (percent),7.70
Saint Lucia,1995,GDP in current prices (millions of US dollars),739.00
Saint Lucia,2005,GDP in current prices (millions of US dollars),1120.00
Saint Lucia,2010,GDP in current prices (millions of US dollars),1483.00
Saint Lucia,2015,GDP in current prices (millions of US dollars),1807.00
Saint Lucia,2020,GDP in current prices (millions of US dollars),1421.00
Saint Lucia,2021,GDP in current prices (millions of US dollars),1773.00
Saint Lucia,2022,GDP in current prices (millions of US dollars),2165.00
Saint Lucia,1995,GDP per capita (US dollars),4851.00
Saint Lucia,2005,GDP per capita (US dollars),6770.00
Saint Lucia,2010,GDP per capita (US dollars),8674.00
Saint Lucia,2015,GDP per capita (US dollars),10291.00
Saint Lucia,2020,GDP per capita (US dollars),7927.00
Saint Lucia,2021,GDP per capita (US dollars),9871.00
Saint Lucia,2022,GDP per capita (US dollars),12038.00
Saint Lucia,1995,GDP in constant 2015 prices (millions of US dollars),1244.00
Saint Lucia,2005,GDP in constant 2015 prices (millions of US dollars),1554.00
Saint Lucia,2010,GDP in constant 2015 prices (millions of US dollars),1745.00
Saint Lucia,2015,GDP in constant 2015 prices (millions of US dollars),1807.00
Saint Lucia,2020,GDP in constant 2015 prices (millions of US dollars),1479.00
Saint Lucia,2021,GDP in constant 2015 prices (millions of US dollars),1646.00
Saint Lucia,2022,GDP in constant 2015 prices (millions of US dollars),1899.00
Saint Lucia,1995,GDP real rates of growth (percent),1.10
Saint Lucia,2005,GDP real rates of growth (percent),-0.40
Saint Lucia,2010,GDP real rates of growth (percent),0.50
Saint Lucia,2015,GDP real rates of growth (percent),0.10
Saint Lucia,2020,GDP real rates of growth (percent),-25.40
Saint Lucia,2021,GDP real rates of growth (percent),11.30
Saint Lucia,2022,GDP real rates of growth (percent),15.40
Saint Vincent & Grenadines,1995,GDP in current prices (millions of US dollars),324.00
Saint Vincent & Grenadines,2005,GDP in current prices (millions of US dollars),580.00
Saint Vincent & Grenadines,2010,GDP in current prices (millions of US dollars),720.00
Saint Vincent & Grenadines,2015,GDP in current prices (millions of US dollars),787.00
Saint Vincent & Grenadines,2020,GDP in current prices (millions of US dollars),869.00
Saint Vincent & Grenadines,2021,GDP in current prices (millions of US dollars),872.00
Saint Vincent & Grenadines,2022,GDP in current prices (millions of US dollars),947.00
Saint Vincent & Grenadines,1995,GDP per capita (US dollars),2842.00
Saint Vincent & Grenadines,2005,GDP per capita (US dollars),5176.00
Saint Vincent & Grenadines,2010,GDP per capita (US dollars),6591.00
Saint Vincent & Grenadines,2015,GDP per capita (US dollars),7387.00
Saint Vincent & Grenadines,2020,GDP per capita (US dollars),8306.00
Saint Vincent & Grenadines,2021,GDP per capita (US dollars),8360.00
Saint Vincent & Grenadines,2022,GDP per capita (US dollars),9107.00
Saint Vincent & Grenadines,1995,GDP in constant 2015 prices (millions of US dollars),472.00
Saint Vincent & Grenadines,2005,GDP in constant 2015 prices (millions of US dollars),702.00
Saint Vincent & Grenadines,2010,GDP in constant 2015 prices (millions of US dollars),734.00
Saint Vincent & Grenadines,2015,GDP in constant 2015 prices (millions of US dollars),787.00
Saint Vincent & Grenadines,2020,GDP in constant 2015 prices (millions of US dollars),832.00
Saint Vincent & Grenadines,2021,GDP in constant 2015 prices (millions of US dollars),838.00
Saint Vincent & Grenadines,2022,GDP in constant 2015 prices (millions of US dollars),884.00
Saint Vincent & Grenadines,1995,GDP real rates of growth (percent),8.30
Saint Vincent & Grenadines,2005,GDP real rates of growth (percent),2.50
Saint Vincent & Grenadines,2010,GDP real rates of growth (percent),-4.50
Saint Vincent & Grenadines,2015,GDP real rates of growth (percent),2.80
Saint Vincent & Grenadines,2020,GDP real rates of growth (percent),-3.70
Saint Vincent & Grenadines,2021,GDP real rates of growth (percent),0.80
Saint Vincent & Grenadines,2022,GDP real rates of growth (percent),5.50
Samoa,1995,GDP in current prices (millions of US dollars),202.00
Samoa,2005,GDP in current prices (millions of US dollars),447.00
Samoa,2010,GDP in current prices (millions of US dollars),699.00
Samoa,2015,GDP in current prices (millions of US dollars),826.00
Samoa,2020,GDP in current prices (millions of US dollars),829.00
Samoa,2021,GDP in current prices (millions of US dollars),857.00
Samoa,2022,GDP in current prices (millions of US dollars),857.00
Samoa,1995,GDP per capita (US dollars),1152.00
Samoa,2005,GDP per capita (US dollars),2368.00
Samoa,2010,GDP per capita (US dollars),3589.00
Samoa,2015,GDP per capita (US dollars),4055.00
Samoa,2020,GDP per capita (US dollars),3858.00
Samoa,2021,GDP per capita (US dollars),3919.00
Samoa,2022,GDP per capita (US dollars),3855.00
Samoa,1995,GDP in constant 2015 prices (millions of US dollars),446.00
Samoa,2005,GDP in constant 2015 prices (millions of US dollars),710.00
Samoa,2010,GDP in constant 2015 prices (millions of US dollars),755.00
Samoa,2015,GDP in constant 2015 prices (millions of US dollars),826.00
Samoa,2020,GDP in constant 2015 prices (millions of US dollars),817.00
Samoa,2021,GDP in constant 2015 prices (millions of US dollars),798.00
Samoa,2022,GDP in constant 2015 prices (millions of US dollars),798.00
Samoa,1995,GDP real rates of growth (percent),6.00
Samoa,2005,GDP real rates of growth (percent),5.10
Samoa,2010,GDP real rates of growth (percent),1.60
Samoa,2015,GDP real rates of growth (percent),6.10
Samoa,2020,GDP real rates of growth (percent),-10.10
Samoa,2021,GDP real rates of growth (percent),-2.30
Samoa,2022,GDP real rates of growth (percent),0.00
San Marino,1995,GDP in current prices (millions of US dollars),1020.00
San Marino,2005,GDP in current prices (millions of US dollars),2027.00
San Marino,2010,GDP in current prices (millions of US dollars),2139.00
San Marino,2015,GDP in current prices (millions of US dollars),1419.00
San Marino,2020,GDP in current prices (millions of US dollars),1545.00
San Marino,2021,GDP in current prices (millions of US dollars),1855.00
San Marino,2022,GDP in current prices (millions of US dollars),1781.00
San Marino,1995,GDP per capita (US dollars),40976.00
San Marino,2005,GDP per capita (US dollars),68708.00
San Marino,2010,GDP per capita (US dollars),67684.00
San Marino,2015,GDP per capita (US dollars),42265.00
San Marino,2020,GDP per capita (US dollars),45423.00
San Marino,2021,GDP per capita (US dollars),54983.00
San Marino,2022,GDP per capita (US dollars),52903.00
San Marino,1995,GDP in constant 2015 prices (millions of US dollars),1332.00
San Marino,2005,GDP in constant 2015 prices (millions of US dollars),2070.00
San Marino,2010,GDP in constant 2015 prices (millions of US dollars),1881.00
San Marino,2015,GDP in constant 2015 prices (millions of US dollars),1419.00
San Marino,2020,GDP in constant 2015 prices (millions of US dollars),1406.00
San Marino,2021,GDP in constant 2015 prices (millions of US dollars),1525.00
San Marino,2022,GDP in constant 2015 prices (millions of US dollars),1601.00
San Marino,1995,GDP real rates of growth (percent),9.30
San Marino,2005,GDP real rates of growth (percent),2.30
San Marino,2010,GDP real rates of growth (percent),-4.60
San Marino,2015,GDP real rates of growth (percent),-6.20
San Marino,2020,GDP real rates of growth (percent),-6.60
San Marino,2021,GDP real rates of growth (percent),8.50
San Marino,2022,GDP real rates of growth (percent),5.00
Sao Tome and Principe,1995,GDP in current prices (millions of US dollars),99.00
Sao Tome and Principe,2005,GDP in current prices (millions of US dollars),126.00
